event_type,priority,requires_road_closure,hour,day_of_week,latitude,longitude,resolution_time_min,severity
unplanned,High,0,23,1,12.9248583,77.6179575,162.47517413333335,3
unplanned,Low,0,4,1,12.94016989,77.38226369,0.5972932666666666,0
unplanned,High,0,23,1,12.9530348,77.5397001,169.77875578333334,3
unplanned,High,0,3,2,12.998964,77.583892,18.805689683333334,2
unplanned,High,0,4,2,12.9662846,77.6069735,8.3890527,2
unplanned,Low,0,1,2,12.9474326,77.5940863,139.53812340000002,2
unplanned,High,0,2,2,12.998492,77.5842973,112.30525148333332,3
unplanned,Low,0,1,2,12.9358498,77.6078949,168.95754273333333,2
unplanned,Low,0,1,2,12.9965833,77.5228984,177.59858733333334,2
unplanned,Low,0,2,2,12.9622772,77.5946798,156.22994666666668,2
unplanned,High,0,5,2,12.9556047,77.6914427,66.22507335,3
planned,Low,1,6,2,12.9940312,77.4888442,264.2092319166667,2
unplanned,Low,0,4,2,13.0454683,77.5221848,123.47405898333334,2
unplanned,Low,0,4,2,13.0458822,77.5222063,123.57956728333333,2
unplanned,Low,0,10,5,12.8395194,77.6775618,70.09457578333333,1
unplanned,Low,0,3,2,12.9609817,77.7476133,162.20873835,2
unplanned,High,0,4,2,13.0651374,77.5931209,124.64598638333334,3
unplanned,High,0,6,2,12.9888963,77.4990903,9.717715233333333,2
unplanned,Low,0,12,5,12.9730184,77.5704715,192.70907995000002,2
unplanned,Low,0,18,5,12.9609349,77.7475901,95.57598416666666,1
unplanned,Low,0,7,2,12.9853941,77.7532091,179.13306785,2
unplanned,Low,0,6,2,12.9483928,77.5937297,61.030100583333336,1
unplanned,High,0,7,2,12.9650934,77.586316,179.15133475,3
unplanned,High,0,18,5,13.0298275,77.539851,118.72338911666667,3
unplanned,High,1,18,5,12.9831519,77.5883979,20.54189726666667,2
unplanned,High,0,6,2,12.9573329,77.5520376,151.81109195,3
unplanned,Low,0,7,2,12.9877328,77.5722905,15.591014699999999,0
unplanned,Low,0,7,2,12.9870566,77.5723588,4.77378955,0
unplanned,High,0,8,2,12.9879975,77.512117,15.929077366666666,2
unplanned,Low,0,8,2,12.9928164,77.5714316,50.123021200000004,0
unplanned,Low,0,8,2,13.0195477,77.7085971,42.71937091666667,0
unplanned,High,0,7,2,12.9754723,77.6139912,169.36330526666669,3
unplanned,High,0,18,5,13.0313911,77.5358465,66.27881596666667,3
unplanned,High,0,5,2,12.9275416,77.54690343,161.22313548333335,3
unplanned,High,0,9,2,12.9308745,77.6141869,142.38301643333335,3
unplanned,Low,0,20,5,12.9806936,77.5706825,36.20208975,0
unplanned,High,0,6,2,12.9573227,77.5521473,145.95585535,3
unplanned,Low,1,15,2,13.056975,77.473185,66.15222705000001,1
unplanned,High,0,7,2,12.8798214,77.6457344,152.82025856666667,3
unplanned,High,0,7,2,12.9060249,77.5734258,155.50747633333333,3
planned,High,0,21,1,12.9697339,77.7009261,795.6144704,3
unplanned,High,0,20,5,12.9562658,77.547529,162.41580531666665,3
unplanned,High,0,19,2,13.0984321,77.5986965,117.76879753333333,3
unplanned,High,0,9,2,12.9863058,77.5890147,1443.1942532166665,3
planned,High,0,21,5,12.9696105,77.7005267,809.8300675833333,3
unplanned,Low,0,18,2,13.0404287,77.7413915,79.191827,1
unplanned,High,0,19,2,12.9865858,77.5889172,5.4551318,2
unplanned,High,0,21,5,13.0348153,77.5295849,43.37783213333333,2
unplanned,High,0,21,5,13.0272048,77.5858748,141.37010436666665,3
unplanned,Low,0,20,2,13.0641223,77.5050987,143.01197546666666,2
unplanned,High,0,19,5,13.034997,77.5889459,152.32465779999998,3
unplanned,High,0,21,2,12.9020853,77.6010679,151.1218354833333,3
unplanned,High,0,19,5,12.9061564,77.5732877,134.14196503333332,3
unplanned,High,0,22,2,12.9532425,77.5382008,11.974767750000002,2
unplanned,High,0,19,2,12.9575199,77.5518744,138.59510233333333,3
unplanned,High,0,21,2,13.0402335,77.544252,15.546527383333334,2
unplanned,High,0,21,5,13.0728983,77.59279,167.62863888333334,3
unplanned,High,0,21,2,12.9020756,77.6011187,3.1585448833333336,2
unplanned,High,0,19,2,12.9440233,77.5270286,156.36042121666665,3
unplanned,High,0,19,2,12.9575083,77.5518509,137.18970851666666,3
unplanned,High,0,20,5,12.9914079,77.6566002,128.01902471666668,3
unplanned,High,0,20,5,12.9906501,77.6561562,124.94474746666667,3
unplanned,Low,0,22,2,12.982207,77.5669262,168.18527366666666,2
unplanned,Low,0,22,5,13.0197719,77.7086475,14.166123566666666,0
unplanned,High,0,0,3,13.0383987,77.6260083,12.242593066666666,2
unplanned,High,0,21,2,12.9605311,77.5569164,128.26160623333334,3
unplanned,High,0,21,2,13.0976588,77.5989724,141.0540264,3
unplanned,High,0,0,3,13.0379834,77.626067,4.063578716666666,2
unplanned,High,0,1,3,13.0412739,77.6176409,72.70130863333334,3
unplanned,Low,0,0,3,12.8304088,77.6810331,65.59525101666667,1
unplanned,High,0,1,3,13.0391412,77.6237299,14.030502116666666,2
planned,High,0,22,5,12.9954628,77.6667978,53.82680371666667,2
unplanned,High,0,22,2,13.0004981,77.5839985,177.28181326666666,3
unplanned,High,1,2,3,12.9932072,77.5850028,4.576298216666667,2
unplanned,Low,0,2,3,12.936306,77.7055441,8.4385003,0
unplanned,High,0,2,3,12.913892,77.5671955,82.4944742,3
unplanned,Low,0,22,2,12.9821926,77.5674075,171.6455044,2
unplanned,High,0,23,2,12.9863048,77.5886954,127.30101956666667,3
unplanned,Low,0,2,3,12.979913,77.5642518,16.363326316666665,0
unplanned,Low,1,23,5,12.9424555,77.7472966,11.700609266666667,0
unplanned,High,0,22,5,12.9996581,77.5838823,124.90596423333334,3
unplanned,Low,0,4,3,13.0391723,77.7399836,3.21337185,0
unplanned,High,0,3,3,13.0398967,77.5444783,9.1037502,2
unplanned,High,0,23,5,12.9993009,77.583823,175.50373811666665,3
unplanned,Low,0,4,3,13.0390181,77.7400752,122.89680243333333,2
unplanned,Low,1,3,3,12.9794789,77.5105977,153.20900648333333,2
unplanned,High,0,4,3,13.0252361,77.5848655,155.48301333333333,3
unplanned,High,0,0,6,12.9620957,77.5636074,94.07856273333333,3
unplanned,High,0,1,3,12.9628603,77.7014433,175.3446615,3
unplanned,High,0,2,3,12.9137902,77.5674728,122.23136591666666,3
unplanned,High,0,4,3,13.0189117,77.5839803,20.718708183333334,2
unplanned,Low,0,1,6,13.1212,77.6181383,1801.1487678833332,2
unplanned,Low,0,4,3,12.9233078,77.5762663,162.43150948333331,2
unplanned,High,0,1,6,12.947922,77.5345219,175.23095743333334,3
unplanned,Low,0,5,3,12.8768328,77.6108768,175.13051015000002,2
unplanned,High,0,3,3,13.0395514,77.5455174,155.36596125,3
unplanned,High,0,3,3,13.0405567,77.54633,151.91687371666666,3
unplanned,High,0,6,3,12.9645383,77.6392833,139.1488827,3
unplanned,High,0,1,6,13.0227369,77.58459,112.22869901666667,3
unplanned,High,0,4,3,13.0189335,77.5840235,134.09191986666667,3
unplanned,High,0,1,6,12.9061681,77.5856637,167.39389766666667,3
unplanned,High,0,2,6,13.040034,77.5438675,107.86730428333334,3
unplanned,High,0,6,3,12.9646596,77.6389287,140.79724858333333,3
unplanned,Low,0,6,3,12.9614517,77.6317933,170.3982044166667,2
unplanned,Low,0,3,3,12.9871723,77.5744464,123.97812303333333,2
unplanned,High,0,4,3,13.0413024,77.6214845,138.13144895,3
unplanned,Low,0,6,3,12.983625,77.7523193,158.38204193333334,2
unplanned,High,0,1,6,13.0227369,77.58459,112.22889405,3
unplanned,High,0,4,3,13.0445883,77.5828867,171.09016956666667,3
unplanned,Low,0,2,6,12.9994223,77.5411015,38.377358533333336,0
unplanned,High,0,4,3,13.149579,77.6173799,165.68900739999998,3
unplanned,High,0,1,6,12.9473062,77.5315111,140.7788181,3
unplanned,High,0,8,3,12.9278187,77.600452,27.85295405,2
unplanned,Low,0,7,3,12.9167352,77.5952446,112.04517458333333,1
unplanned,Low,1,6,3,12.9597234,77.5194577,134.05603198333333,2
unplanned,Low,0,4,3,12.9233554,77.5763168,165.50786375,2
unplanned,High,0,5,3,13.03653,77.5889783,146.8326054,3
unplanned,Low,0,5,3,12.8545526,77.6655761,144.3492778,2
unplanned,High,0,5,3,13.0450748,77.508345,170.22203806666667,3
unplanned,Low,0,6,3,12.9668569,77.6106922,148.69968755,2
unplanned,Low,1,2,6,12.9883409,77.7298618,125.56208641666667,2
unplanned,High,0,5,6,12.9635794,77.5845525,39.481431066666666,2
unplanned,Low,0,3,6,13.0489105,77.5500282,148.00881643333332,2
unplanned,High,0,5,6,13.0597983,77.5932733,129.42724115,3
unplanned,Low,0,8,3,13.0192054,77.7080819,10.010460816666667,0
unplanned,High,0,7,3,12.973688,77.6410815,146.14577888333332,3
unplanned,High,0,7,3,12.9572593,77.7009657,136.74150793333334,3
planned,High,0,21,2,12.9693675,77.7006326,815.0605956166667,3
unplanned,Low,0,9,3,13.0449557,77.7482787,15.370875883333333,0
unplanned,Low,0,13,3,13.0237833,77.715905,337.0571758,2
unplanned,Low,0,19,3,12.9362202,77.7054416,584.62514305,2
unplanned,Low,0,6,6,12.9171587,77.5873127,176.0003122,2
unplanned,Low,0,18,3,13.0167508,77.7036194,45.76001521666667,0
unplanned,High,0,19,3,12.9495506,77.699682,83.30453795,3
unplanned,High,0,4,6,13.0782574,77.5926794,175.92919691666665,3
unplanned,High,0,18,3,12.9862133,77.6461867,103.58550823333333,3
unplanned,Low,0,21,3,12.8768583,77.61068,1.2610875666666668,0
unplanned,Low,0,8,6,13.0046931,77.6360591,4.885507283333333,0
unplanned,Low,0,21,3,13.0595733,77.5594,566.6772309666667,2
planned,High,0,20,3,12.9693195,77.7012098,820.3115455999999,3
unplanned,Low,0,19,3,12.9682954,77.6607108,137.45144716666667,2
unplanned,Low,0,5,6,13.0192626,77.6191858,109.28532338333333,1
unplanned,High,0,6,6,12.9738909,77.5433266,152.1365812,3
unplanned,Low,0,6,6,12.972293,77.5821863,127.33318510000001,2
unplanned,High,0,9,6,13.0284816,77.5405868,123.06764621666666,3
unplanned,High,0,18,3,12.9861828,77.646009,167.86278541666667,3
unplanned,High,0,22,3,12.9453679,77.5278975,69.93633795000001,3
unplanned,High,0,22,3,12.9636634,77.5844901,57.164526783333336,2
unplanned,High,0,10,6,13.0414567,77.546055,12.689850833333333,2
planned,High,1,11,6,12.9568175,77.7011908,268.8562765166667,3
unplanned,Low,0,22,3,12.9633864,77.5890984,10.307221283333332,0
unplanned,Low,0,19,3,12.9448632,77.596977,144.64705874999999,2
unplanned,High,0,22,3,12.9455401,77.5280853,12.721911633333333,2
unplanned,High,0,11,6,13.0303304,77.5372822,60.872188933333334,3
unplanned,High,0,10,6,13.0406183,77.5467,125.79221258333334,3
unplanned,Low,0,23,3,13.0026184,77.6160608,4.998586233333333,0
unplanned,High,0,20,3,12.9881198,77.5104661,162.42947938333333,3
unplanned,High,0,21,3,12.9906595,77.6562986,143.64242389999998,3
unplanned,High,0,23,3,12.9858672,77.5265477,120.3438256,3
unplanned,High,0,0,4,13.0424993,77.6109634,14.86768065,2
unplanned,Low,0,23,3,12.9843032,77.6029397,55.578412783333334,0
unplanned,High,0,1,4,13.0423323,77.5489953,24.837310600000002,2
unplanned,High,0,1,4,12.9314436,77.6861075,132.90213105,3
unplanned,High,0,1,4,12.9889559,77.5078589,53.36274408333334,2
unplanned,Low,0,1,4,13.0446549,77.6434811,26.506782533333332,0
unplanned,Low,0,1,4,12.9272683,77.5817867,1.0611283833333334,0
unplanned,Low,0,1,4,12.9171178,77.5851136,26.544809666666666,0
unplanned,High,0,2,4,12.9829216,77.6378449,121.91749965000001,3
unplanned,High,0,3,4,12.9233433,77.655885,129.64876438333334,3
unplanned,High,0,2,4,12.95410975,77.54372584,51.91649708333333,2
unplanned,High,0,20,6,13.03115,77.5872166,134.07483773333334,3
unplanned,High,0,3,4,12.9537342,77.5426696,68.26804354999999,3
planned,Low,0,4,4,12.9363031,77.7054752,2.2817703166666665,0
planned,Low,0,21,6,12.9510377,77.5747268,30.753996683333334,0
unplanned,High,0,6,4,13.0269436,77.5435876,167.07625776666666,3
unplanned,High,0,19,6,13.044349,77.562629,123.44606208333333,3
unplanned,High,0,18,6,13.0394834,77.5896122,159.8445915833333,3
unplanned,High,0,19,6,12.9276546,77.6209382,131.97491155,3
unplanned,Low,0,21,6,12.9919839,77.5753274,43.907065366666664,0
unplanned,High,0,21,6,12.9560609,77.5462605,170.35088356666665,3
unplanned,Low,0,5,4,12.9115311,77.5531343,6.4820150000000005,0
unplanned,High,0,6,4,12.9809837,77.6111124,13.161401233333333,2
unplanned,High,0,7,4,12.8771996,77.59532,28.348933666666667,2
unplanned,High,0,4,4,12.9666907,77.6093903,165.1915805,3
unplanned,Low,0,4,4,12.9682253,77.5679771,160.34739996666667,2
unplanned,High,0,8,4,13.0417472,77.5470996,127.09377384999999,3
unplanned,High,0,8,4,13.0395592,77.519242,123.7575525,3
unplanned,High,0,5,4,13.0444623,77.5821031,166.09602718333332,3
unplanned,High,0,5,4,12.971819,77.6067273,166.43456038333335,3
unplanned,Low,0,6,4,13.0096217,77.5271817,133.14641321666667,2
unplanned,Low,0,20,4,12.9767271,77.5139048,20.946314283333333,0
unplanned,Low,0,5,4,12.9114369,77.5534029,175.17194423333333,2
unplanned,Low,0,21,4,13.0022687,77.5259577,151.58809701666667,2
unplanned,High,0,20,4,12.9063191,77.5869003,54.41555578333334,2
unplanned,High,0,20,4,12.988752,77.5105533,122.86814890000001,3
unplanned,High,0,21,4,13.04239208,77.62506662,4.2595962,2
unplanned,Low,0,0,5,13.0079964,77.6922572,147.3671612,2
unplanned,High,0,0,5,12.9928216,77.5834901,27.87250365,2
unplanned,Low,0,22,4,12.9139817,77.6778533,124.1905287,2
planned,High,0,21,4,12.9697729,77.7009022,807.4173204166667,3
unplanned,High,0,20,4,13.0013441,77.6787302,152.46147718333336,3
unplanned,High,0,1,5,12.9889708,77.5078533,55.317655916666666,2
unplanned,High,0,1,5,13.032588,77.5334587,129.55739181666667,3
unplanned,High,0,23,4,12.90458,77.6016321,150.31087768333333,3
unplanned,High,0,22,4,13.0405969,77.5893434,177.85272303333335,3
unplanned,Low,0,2,5,13.0251683,77.6597733,37.80326265,0
unplanned,High,0,2,5,13.0429073,77.5903872,134.5924468,3
unplanned,High,0,3,5,12.919975,77.6200246,70.40309615,3
unplanned,High,0,4,5,12.9507688,77.6995792,64.34689078333334,3
unplanned,Low,0,3,5,12.9760811,77.5881658,179.93359143333333,2
unplanned,High,0,3,5,12.9123815,77.5672185,245.19777885,3
unplanned,High,0,23,4,12.9128853,77.6003295,131.23992878333334,3
unplanned,High,0,4,5,12.9084083,77.6282267,123.78411615,3
unplanned,High,0,5,5,13.0409777,77.5453239,164.66350893333336,3
unplanned,High,0,4,5,12.9754646,77.6130964,12.456290233333334,2
unplanned,High,0,5,5,12.8701487,77.6533914,18.99817295,2
unplanned,High,0,6,5,13.0412633,77.6224617,4156.1516019,3
unplanned,High,0,6,5,12.9750673,77.5522502,10024.195976733334,3
unplanned,High,0,7,5,12.9823019,77.6333868,5.209710783333334,2
unplanned,Low,0,4,5,12.9170192,77.5734491,170.76564326666667,2
unplanned,High,0,4,5,12.9581664,77.5541415,162.14897713333332,3
unplanned,High,0,5,5,13.0444469,77.5829371,140.25725926666667,3
unplanned,High,0,7,5,13.0403449,77.5442776,134.67660065,3
unplanned,Low,0,9,5,12.96984981,77.74995681,157.57161875,2
unplanned,High,0,8,5,12.9531858,77.5418331,77.41273774999999,3
unplanned,Low,0,8,5,13.0576167,77.4717417,75.73541323333333,1
unplanned,High,0,11,5,12.9610365,77.6383557,69.93821856666666,3
unplanned,High,0,4,5,12.9759083,77.6126967,170.20955313333334,3
unplanned,High,0,8,5,12.9224,77.6582723,163.4831359,3
unplanned,Low,0,12,5,12.8016982,77.7102952,179.22051994999998,2
unplanned,Low,0,12,5,12.8020944,77.7091929,120.58726776666667,2
unplanned,High,0,18,5,12.9528091,77.5374448,35.05276381666667,2
unplanned,Low,0,19,5,13.1330567,77.695735,52.07746276666667,0
planned,High,0,21,5,12.969732,77.7005722,813.7948637333334,3
unplanned,Low,1,16,5,12.9985422,77.6004573,9464.670240516665,2
unplanned,Low,1,16,5,12.9957499,77.6019535,9458.491297233333,2
unplanned,Low,0,21,5,12.9747652,77.5770774,17.6889574,0
unplanned,Low,0,20,5,12.8642767,77.6578583,112.31858659999999,1
unplanned,Low,0,19,5,12.9769148,77.5892897,146.82724234999998,2
unplanned,High,0,0,6,12.9125622,77.5673106,13.282436566666666,2
unplanned,High,0,21,5,13.0347162,77.5340129,124.77399966666667,3
unplanned,Low,0,21,5,12.9735163,77.5797975,33.299465850000004,0
unplanned,High,0,23,5,13.0288936,77.5401833,64.56195151666667,3
unplanned,High,0,0,6,12.9234922,77.61877,35.21883235,2
unplanned,Low,0,1,6,12.9560396,77.6211669,31.519939366666666,0
planned,High,1,0,6,13.0304134,77.5372098,61.75813825,3
unplanned,High,0,0,6,13.0413786,77.621576,108.22733615,3
unplanned,High,1,19,5,12.9671821,77.5944014,125.83453525,3
unplanned,Low,0,20,5,13.0773066,77.4310221,145.07202671666667,2
unplanned,High,0,2,6,12.9700189,77.587367,143.03735675000001,3
unplanned,High,0,2,6,12.9700189,77.587367,2.2310387166666668,2
unplanned,High,0,3,6,12.9662158,77.6066903,57.2864581,2
unplanned,High,0,23,5,12.9616217,77.5605746,177.45777991666668,3
unplanned,High,0,2,6,12.8906153,77.598287,61.725270716666664,3
unplanned,Low,0,2,6,13.0755,77.4322525,158.80465588333334,2
unplanned,High,0,23,5,12.9672067,77.5942167,176.2586277,3
unplanned,Low,1,3,6,12.8387034,77.677288,144.07803846666667,2
unplanned,Low,0,2,6,12.9895692,77.5929043,133.27099798333333,2
unplanned,High,0,2,6,13.0425383,77.5875,135.71405885000001,3
unplanned,High,0,5,6,12.9670049,77.5880678,9.91719885,2
unplanned,High,0,4,6,12.9873679,77.5880617,95.13714321666666,3
unplanned,High,0,5,6,13.1405683,77.6175583,36.75851303333333,2
unplanned,High,0,5,6,12.9661525,77.606514,135.56645735,3
unplanned,High,0,4,6,13.0429419,77.5510705,175.78652098333333,3
unplanned,High,0,2,6,13.042595,77.5500417,127.72056803333334,3
unplanned,Low,0,2,6,12.9743893,77.578041,123.43706268333334,2
planned,Low,1,5,6,13.0208989,77.5283508,48.9604444,0
unplanned,High,0,6,6,13.0324115,77.5408009,176.41872826666668,3
unplanned,High,1,6,6,12.9698083,77.5870921,13.030755666666666,2
unplanned,High,0,6,6,12.9899532,77.5027422,29.79472086666667,2
unplanned,Low,0,7,6,13.0816411,77.548486,150.04397508333335,2
unplanned,High,0,7,6,12.9982874,77.584033,23.743930483333333,2
unplanned,High,0,7,6,13.0187546,77.5575815,50.50448333333333,2
unplanned,High,0,7,6,13.0391447,77.5200292,29.0898873,2
unplanned,Low,0,5,6,13.0065301,77.6875972,1204.0993217166665,2
unplanned,High,0,5,6,12.9899396,77.5027743,138.77848516666666,3
unplanned,High,0,8,6,12.9892555,77.5008041,130.24361860000002,3
unplanned,High,0,6,6,13.1824777,77.6396999,153.1000931833333,3
unplanned,Low,0,22,6,12.938803,77.7474107,125.72799239999999,2
unplanned,High,0,8,6,12.9832629,77.5970564,15.373663483333333,2
unplanned,High,0,8,6,12.8800628,77.5956054,139.50854508333333,3
unplanned,High,0,8,6,12.8800913,77.595619,136.82376545,3
unplanned,High,0,10,6,13.0434302,77.6083468,118.96069776666667,3
unplanned,High,0,19,6,13.0460978,77.5652014,129.45195341666667,3
unplanned,High,0,20,6,13.0458026,77.5066638,5.4001577166666666,2
unplanned,High,0,20,6,12.8779683,77.6468617,88.63287516666666,3
unplanned,High,0,20,6,12.9663203,77.6067507,85.63499211666667,3
unplanned,High,0,21,6,13.0497262,77.5925855,170.9044586,3
unplanned,High,1,5,6,12.9455071,77.5280189,159.15701176666667,3
unplanned,Low,0,7,6,12.9358567,77.6074868,158.52410360000002,2
unplanned,High,0,20,6,12.9525136,77.5414564,169.12031943333335,3
unplanned,High,0,20,6,13.038477,77.6254178,164.93411365,3
unplanned,High,0,20,6,12.8778777,77.6459877,179.08031351666665,3
unplanned,Low,0,1,0,12.959984,77.5719862,31.814843783333334,0
unplanned,Low,0,0,0,13.0065695,77.5785283,16.525977933333333,0
unplanned,Low,0,22,6,12.9387798,77.7473658,175.86823988333333,2
unplanned,High,0,23,6,13.0126147,77.6258667,154.85509743333333,3
unplanned,High,0,0,0,12.9900947,77.5035716,8530.49384115,3
unplanned,High,0,2,0,13.0359683,77.5892831,24.98084975,2
unplanned,High,0,2,0,13.0359622,77.5892993,24.481986066666664,2
unplanned,High,0,0,0,13.03203291,77.53807068,396.05583903333337,3
unplanned,Low,0,1,0,13.0103336,77.697394,1838.5423807833333,2
unplanned,High,0,2,0,13.0683114,77.5927336,129.67234948333333,3
unplanned,High,0,4,0,13.0961315,77.5982632,127.36911526666667,3
unplanned,High,0,3,0,12.9067999,77.4733536,125.88336815,3
unplanned,High,0,7,0,12.9209377,77.6646998,122.0524607,3
unplanned,High,0,3,0,13.0394949,77.5188449,157.31872321666665,3
unplanned,Low,0,6,0,12.9659918,77.6172264,137.83656195,2
unplanned,High,0,6,0,13.0034417,77.5840917,129.64654431666665,3
unplanned,High,0,19,0,12.9277653,77.6205373,11.125097799999999,2
unplanned,High,0,20,0,12.99965,77.67486,5.492729283333333,2
unplanned,Low,0,18,0,12.983448,77.7527716,12.023727833333334,0
unplanned,High,0,23,6,13.04013,77.5187098,71.25627258333334,3
unplanned,Low,0,20,0,12.9701113,77.5128313,177.8926414833333,2
unplanned,Low,0,19,0,13.0079479,77.6923977,2289.517529416667,2
unplanned,Low,0,23,6,12.9169884,77.5864023,66.43240593333333,1
planned,High,0,20,0,12.9693524,77.7006637,819.3330466666666,3
unplanned,Low,1,23,0,12.9780361,77.5844453,17.762820299999998,0
unplanned,High,0,1,0,13.0329723,77.5409064,150.53925328333335,3
unplanned,High,0,20,0,13.0830306,77.594048,145.19900633333333,3
unplanned,Low,1,21,0,12.9624901,77.5048062,128.20253841666667,2
unplanned,Low,0,21,0,13.0273934,77.5354013,13.013237783333333,0
unplanned,High,0,21,0,12.9121791,77.5996927,10.444769366666666,2
unplanned,Low,1,23,0,12.9770639,77.5840232,28.495378783333333,0
unplanned,High,0,1,1,13.0408889,77.6173675,144.87901683333334,3
unplanned,Low,0,1,1,12.9813487,77.586468,129.78675023333332,2
unplanned,Low,0,1,0,13.010537,77.5066748,146.71914375,2
unplanned,High,0,0,1,13.0422785,77.5147766,122.92647503333333,3
unplanned,Low,0,2,0,12.9169501,77.5883272,60.46577085,1
unplanned,High,1,2,1,12.9611979,77.558602,112.05360535,3
unplanned,Low,0,2,0,12.9170026,77.5888015,55.35562983333333,0
unplanned,High,0,1,0,12.967055,77.5883516,141.46629323333335,3
unplanned,Low,0,1,1,12.9814448,77.5865738,132.51102516666666,2
unplanned,High,0,2,1,13.0189656,77.5838671,146.3850152,3
unplanned,High,0,4,1,13.0413286,77.6226459,154.1986097,3
unplanned,Low,0,23,0,12.9922698,77.6102106,172.5378062,2
unplanned,High,0,2,1,12.9757319,77.5622752,126.39794986666668,3
unplanned,High,0,1,1,13.0406477,77.5176753,157.8754903,3
unplanned,High,0,2,0,12.9870361,77.5193546,168.9959197,3
unplanned,High,0,2,1,13.0361893,77.5255195,150.3435963,3
unplanned,High,0,3,0,12.8925839,77.5999375,86.29304546666667,3
unplanned,High,0,5,1,13.029682,77.5381588,164.52599995,3
unplanned,High,0,4,1,12.9612139,77.5589235,153.75840548333332,3
unplanned,High,0,4,0,12.9684489,77.7013454,130.78955748333334,3
planned,Low,0,6,1,13.0670028,77.6517305,1441.0906101333335,2
unplanned,Low,0,6,1,13.0299433,77.5631657,83.82442098333333,1
unplanned,High,0,5,1,13.0242951,77.6437549,147.95908696666666,3
unplanned,High,0,4,1,13.0451595,77.5079599,160.23118225000002,3
unplanned,High,0,4,1,13.0451918,77.5080196,164.4334127333333,3
unplanned,Low,0,4,1,13.0467948,77.5037252,175.13048713333333,2
unplanned,High,0,5,1,12.9689732,77.5875001,110.00090083333333,3
unplanned,High,0,5,1,13.041398,77.6223102,115.77675745,3
unplanned,Low,0,7,0,12.9900222,77.5994434,147.74409355,2
unplanned,High,0,8,1,12.997975,77.553098,43.553649566666664,2
unplanned,High,0,7,0,13.0956139,77.5977404,127.4417491,3
unplanned,High,0,9,0,13.0389423,77.5198575,7.989997,2
planned,High,0,7,0,12.9603835,77.5627726,171.22604933333332,3
unplanned,Low,0,8,1,13.0074068,77.6894547,8.7919678,0
unplanned,Low,0,7,0,12.9900222,77.5994434,147.74298965,2
unplanned,High,0,8,0,13.0298692,77.5868639,93.56210676666666,3
unplanned,High,1,10,1,12.9556017,77.5456522,39.028780866666665,2
unplanned,Low,0,5,1,12.9759979,77.5877267,179.2151144166667,2
unplanned,High,0,6,1,13.0452516,77.5807066,128.37857145,3
unplanned,High,0,8,1,13.034193,77.5299535,130.51300208333333,3
unplanned,High,0,8,1,12.9470254,77.5316674,139.49105951666667,3
unplanned,High,0,11,1,13.0353033,77.52756,9.854202483333333,2
unplanned,High,0,12,1,13.0829633,77.59313,105.73423235,3
unplanned,High,0,7,1,13.0357761,77.5311057,165.37934761666665,3
unplanned,Low,0,8,1,13.0074068,77.6894547,144.21498431666666,2
unplanned,High,0,20,0,12.9284472,77.6000362,125.8912745,3
unplanned,High,1,19,1,13.0467206,77.5917186,162.74605103333334,3
unplanned,High,0,17,1,12.935647,77.6933481,82.21110071666666,3
unplanned,High,0,18,0,13.0460337,77.5049771,131.91074141666667,3
unplanned,High,0,20,0,12.9283986,77.5999618,40.98784286666667,2
unplanned,Low,0,18,1,13.0081053,77.6956329,155.75931128333335,2
unplanned,High,0,20,1,13.0091574,77.6622936,41.37271345,2
unplanned,High,0,20,0,12.9888515,77.5084027,163.21830605,3
unplanned,Low,0,21,1,13.1173777,77.5777874,1381.6930457333333,2
unplanned,High,0,18,1,13.11539,77.6071067,162.22739125,3
unplanned,Low,0,21,1,12.9433634,77.5778127,43.65988791666667,0
planned,High,0,20,1,12.9694819,77.7006441,822.3502689666667,3
unplanned,Low,0,21,1,12.9434044,77.5778786,41.838232833333336,0
unplanned,High,0,20,1,12.9880117,77.5098991,139.23869908333333,3
unplanned,High,0,23,1,13.0193245,77.5529483,22.2301904,2
unplanned,Low,0,22,1,12.9587208,77.5931516,133.88010061666668,2
unplanned,High,0,19,1,13.0382283,77.626245,138.1167083,3
planned,Low,0,20,1,12.9255592,77.6087154,57.40061565,0
unplanned,High,0,20,1,12.9853022,77.6436693,162.41174288333335,3
planned,High,0,21,0,12.9695714,77.700534,813.2510130333334,3
unplanned,Low,0,21,0,12.9959395,77.5959461,123.31325763333332,2
unplanned,Low,0,21,0,13.1029761,77.5856628,3388.1434261833333,2
unplanned,Low,0,21,0,13.1028933,77.5855267,3391.064447516667,2
unplanned,Low,0,23,1,13.025746,77.5210641,15.814499816666666,0
planned,Low,0,23,1,12.9360068,77.7070682,39.09507745,0
unplanned,Low,0,0,2,12.9795816,77.5819175,1670.6858849166667,2
unplanned,High,0,22,0,13.0474691,77.5723147,132.69936078333333,3
unplanned,High,0,20,0,13.0369084,77.5894315,148.01323106666666,3
unplanned,Low,0,1,2,12.984991,77.5722494,4.482049083333334,0
unplanned,High,0,20,0,13.0369092,77.5894681,140.0774324,3
unplanned,High,0,20,0,13.0310562,77.5405823,152.03184185,3
unplanned,High,0,0,2,13.0410583,77.622995,154.0201558166667,3
unplanned,Low,0,3,2,12.9665342,77.5050712,7.453080083333333,0
unplanned,High,0,1,2,13.0036663,77.6171413,68.80150233333333,3
